Record ID,Source Row ID,Record Kind,Department,Role,Production Type,Budget Band,Rate Type,Experience Level,Rate Value,Rate Text,Currency,Rate Unit,Holiday Pay Treatment,Other Component,Source PDF,Source Page,Source Table / Section,Source Notes,Extraction Status
RR000001,SR00001,Base / package rate,Assistant Directors,1st Assistant Director,TV Drama,TV Band 1,Weekly minimum,,2500,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000002,SR00001,Base / package rate,Assistant Directors,1st Assistant Director,TV Drama,TV Band 2,Weekly minimum,,3000,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000003,SR00001,Base / package rate,Assistant Directors,1st Assistant Director,TV Drama,TV Band 3,Weekly minimum,,3400,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000004,SR00001,Base / package rate,Assistant Directors,1st Assistant Director,TV Drama,TV Band 4,Weekly minimum,,,Negotiation,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000005,SR00002,Base / package rate,Assistant Directors,1st Assistant Director,TV Drama,TV Band 1,Daily equivalent,,500,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000006,SR00002,Base / package rate,Assistant Directors,1st Assistant Director,TV Drama,TV Band 2,Daily equivalent,,600,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000007,SR00002,Base / package rate,Assistant Directors,1st Assistant Director,TV Drama,TV Band 3,Daily equivalent,,680,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000008,SR00002,Base / package rate,Assistant Directors,1st Assistant Director,TV Drama,TV Band 4,Daily equivalent,,,Negotiation,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000009,SR00003,Base / package rate,Assistant Directors,1st Assistant Director,Film,MMP (£30m+),Weekly minimum,,,Negotiation,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000010,SR00003,Base / package rate,Assistant Directors,1st Assistant Director,Film,Film Indie / Feature,Weekly minimum,,3100,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000011,SR00003,Base / package rate,Assistant Directors,1st Assistant Director,Film,Film Low Budget,Weekly minimum,,2700,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000012,SR00003,Base / package rate,Assistant Directors,1st Assistant Director,Film,Film Mid Budget,Weekly minimum,,3900,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000013,SR00004,Base / package rate,Assistant Directors,1st Assistant Director,Film,MMP (£30m+),Daily equivalent,,,Negotiation,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000014,SR00004,Base / package rate,Assistant Directors,1st Assistant Director,Film,Film Indie / Feature,Daily equivalent,,620,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000015,SR00004,Base / package rate,Assistant Directors,1st Assistant Director,Film,Film Low Budget,Daily equivalent,,540,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000016,SR00004,Base / package rate,Assistant Directors,1st Assistant Director,Film,Film Mid Budget,Daily equivalent,,780,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000017,SR00005,Base / package rate,Assistant Directors,2nd Assistant Director,TV Drama,TV Band 1,Weekly minimum,,1900,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000018,SR00005,Base / package rate,Assistant Directors,2nd Assistant Director,TV Drama,TV Band 2,Weekly minimum,,2200,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000019,SR00005,Base / package rate,Assistant Directors,2nd Assistant Director,TV Drama,TV Band 3,Weekly minimum,,2400,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000020,SR00005,Base / package rate,Assistant Directors,2nd Assistant Director,TV Drama,TV Band 4,Weekly minimum,,2900,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000021,SR00006,Base / package rate,Assistant Directors,2nd Assistant Director,TV Drama,TV Band 1,Daily equivalent,,380,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000022,SR00006,Base / package rate,Assistant Directors,2nd Assistant Director,TV Drama,TV Band 2,Daily equivalent,,440,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000023,SR00006,Base / package rate,Assistant Directors,2nd Assistant Director,TV Drama,TV Band 3,Daily equivalent,,480,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000024,SR00006,Base / package rate,Assistant Directors,2nd Assistant Director,TV Drama,TV Band 4,Daily equivalent,,580,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000025,SR00007,Base / package rate,Assistant Directors,2nd Assistant Director,Film,MMP (£30m+),Weekly minimum,,,Negotiation,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000026,SR00007,Base / package rate,Assistant Directors,2nd Assistant Director,Film,Film Indie / Feature,Weekly minimum,,2500,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000027,SR00007,Base / package rate,Assistant Directors,2nd Assistant Director,Film,Film Low Budget,Weekly minimum,,2200,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000028,SR00007,Base / package rate,Assistant Directors,2nd Assistant Director,Film,Film Mid Budget,Weekly minimum,,2800,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000029,SR00008,Base / package rate,Assistant Directors,2nd Assistant Director,Film,MMP (£30m+),Daily equivalent,,,Negotiation,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000030,SR00008,Base / package rate,Assistant Directors,2nd Assistant Director,Film,Film Indie / Feature,Daily equivalent,,500,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000031,SR00008,Base / package rate,Assistant Directors,2nd Assistant Director,Film,Film Low Budget,Daily equivalent,,440,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000032,SR00008,Base / package rate,Assistant Directors,2nd Assistant Director,Film,Film Mid Budget,Daily equivalent,,560,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000033,SR00009,Base / package rate,Assistant Directors,Crowd 2nd Assistant Director,TV Drama,TV Band 1,Weekly minimum,,1700,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000034,SR00009,Base / package rate,Assistant Directors,Crowd 2nd Assistant Director,TV Drama,TV Band 2,Weekly minimum,,1800,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000035,SR00009,Base / package rate,Assistant Directors,Crowd 2nd Assistant Director,TV Drama,TV Band 3,Weekly minimum,,2100,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000036,SR00009,Base / package rate,Assistant Directors,Crowd 2nd Assistant Director,TV Drama,TV Band 4,Weekly minimum,,2400,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000037,SR00010,Base / package rate,Assistant Directors,Crowd 2nd Assistant Director,TV Drama,TV Band 1,Daily equivalent,,340,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000038,SR00010,Base / package rate,Assistant Directors,Crowd 2nd Assistant Director,TV Drama,TV Band 2,Daily equivalent,,360,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000039,SR00010,Base / package rate,Assistant Directors,Crowd 2nd Assistant Director,TV Drama,TV Band 3,Daily equivalent,,420,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000040,SR00010,Base / package rate,Assistant Directors,Crowd 2nd Assistant Director,TV Drama,TV Band 4,Daily equivalent,,480,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000041,SR00011,Base / package rate,Assistant Directors,Crowd 2nd Assistant Director,Film,MMP (£30m+),Weekly minimum,,2640,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000042,SR00011,Base / package rate,Assistant Directors,Crowd 2nd Assistant Director,Film,Film Indie / Feature,Weekly minimum,,2000,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000043,SR00011,Base / package rate,Assistant Directors,Crowd 2nd Assistant Director,Film,Film Low Budget,Weekly minimum,,1700,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000044,SR00011,Base / package rate,Assistant Directors,Crowd 2nd Assistant Director,Film,Film Mid Budget,Weekly minimum,,2200,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000045,SR00012,Base / package rate,Assistant Directors,Crowd 2nd Assistant Director,Film,MMP (£30m+),Daily equivalent,,528,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000046,SR00012,Base / package rate,Assistant Directors,Crowd 2nd Assistant Director,Film,Film Indie / Feature,Daily equivalent,,400,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000047,SR00012,Base / package rate,Assistant Directors,Crowd 2nd Assistant Director,Film,Film Low Budget,Daily equivalent,,340,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000048,SR00012,Base / package rate,Assistant Directors,Crowd 2nd Assistant Director,Film,Film Mid Budget,Daily equivalent,,440,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000049,SR00013,Base / package rate,Assistant Directors,Floor 2nd Assistant Director,TV Drama,TV Band 1,Weekly minimum,,,N/A,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000050,SR00013,Base / package rate,Assistant Directors,Floor 2nd Assistant Director,TV Drama,TV Band 2,Weekly minimum,,,N/A,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000051,SR00013,Base / package rate,Assistant Directors,Floor 2nd Assistant Director,TV Drama,TV Band 3,Weekly minimum,,2050,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000052,SR00013,Base / package rate,Assistant Directors,Floor 2nd Assistant Director,TV Drama,TV Band 4,Weekly minimum,,2350,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000053,SR00014,Base / package rate,Assistant Directors,Floor 2nd Assistant Director,TV Drama,TV Band 1,Daily equivalent,,,N/A,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000054,SR00014,Base / package rate,Assistant Directors,Floor 2nd Assistant Director,TV Drama,TV Band 2,Daily equivalent,,,N/A,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000055,SR00014,Base / package rate,Assistant Directors,Floor 2nd Assistant Director,TV Drama,TV Band 3,Daily equivalent,,410,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000056,SR00014,Base / package rate,Assistant Directors,Floor 2nd Assistant Director,TV Drama,TV Band 4,Daily equivalent,,470,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000057,SR00015,Base / package rate,Assistant Directors,Floor 2nd Assistant Director,Film,MMP (£30m+),Weekly minimum,,2500,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000058,SR00015,Base / package rate,Assistant Directors,Floor 2nd Assistant Director,Film,Film Indie / Feature,Weekly minimum,,1900,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000059,SR00015,Base / package rate,Assistant Directors,Floor 2nd Assistant Director,Film,Film Low Budget,Weekly minimum,,,N/A,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000060,SR00015,Base / package rate,Assistant Directors,Floor 2nd Assistant Director,Film,Film Mid Budget,Weekly minimum,,2100,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000061,SR00016,Base / package rate,Assistant Directors,Floor 2nd Assistant Director,Film,MMP (£30m+),Daily equivalent,,500,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000062,SR00016,Base / package rate,Assistant Directors,Floor 2nd Assistant Director,Film,Film Indie / Feature,Daily equivalent,,380,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000063,SR00016,Base / package rate,Assistant Directors,Floor 2nd Assistant Director,Film,Film Low Budget,Daily equivalent,,,N/A,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000064,SR00016,Base / package rate,Assistant Directors,Floor 2nd Assistant Director,Film,Film Mid Budget,Daily equivalent,,420,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000065,SR00017,Base / package rate,Assistant Directors,3rd Assistant Director - Crowd 3rd Assistant Director,TV Drama,TV Band 1,Weekly minimum,,1300,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000066,SR00017,Base / package rate,Assistant Directors,3rd Assistant Director - Crowd 3rd Assistant Director,TV Drama,TV Band 2,Weekly minimum,,1550,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000067,SR00017,Base / package rate,Assistant Directors,3rd Assistant Director - Crowd 3rd Assistant Director,TV Drama,TV Band 3,Weekly minimum,,1800,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000068,SR00017,Base / package rate,Assistant Directors,3rd Assistant Director - Crowd 3rd Assistant Director,TV Drama,TV Band 4,Weekly minimum,,1800,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000069,SR00018,Base / package rate,Assistant Directors,3rd Assistant Director - Crowd 3rd Assistant Director,TV Drama,TV Band 1,Daily equivalent,,260,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000070,SR00018,Base / package rate,Assistant Directors,3rd Assistant Director - Crowd 3rd Assistant Director,TV Drama,TV Band 2,Daily equivalent,,310,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000071,SR00018,Base / package rate,Assistant Directors,3rd Assistant Director - Crowd 3rd Assistant Director,TV Drama,TV Band 3,Daily equivalent,,360,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000072,SR00018,Base / package rate,Assistant Directors,3rd Assistant Director - Crowd 3rd Assistant Director,TV Drama,TV Band 4,Daily equivalent,,360,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000073,SR00019,Base / package rate,Assistant Directors,3rd Assistant Director - Crowd 3rd Assistant Director,Film,MMP (£30m+),Weekly minimum,,2200,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000074,SR00019,Base / package rate,Assistant Directors,3rd Assistant Director - Crowd 3rd Assistant Director,Film,Film Indie / Feature,Weekly minimum,,1700,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000075,SR00019,Base / package rate,Assistant Directors,3rd Assistant Director - Crowd 3rd Assistant Director,Film,Film Low Budget,Weekly minimum,,1500,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000076,SR00019,Base / package rate,Assistant Directors,3rd Assistant Director - Crowd 3rd Assistant Director,Film,Film Mid Budget,Weekly minimum,,1900,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000077,SR00020,Base / package rate,Assistant Directors,3rd Assistant Director - Crowd 3rd Assistant Director,Film,MMP (£30m+),Daily equivalent,,440,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000078,SR00020,Base / package rate,Assistant Directors,3rd Assistant Director - Crowd 3rd Assistant Director,Film,Film Indie / Feature,Daily equivalent,,340,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000079,SR00020,Base / package rate,Assistant Directors,3rd Assistant Director - Crowd 3rd Assistant Director,Film,Film Low Budget,Daily equivalent,,300,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000080,SR00020,Base / package rate,Assistant Directors,3rd Assistant Director - Crowd 3rd Assistant Director,Film,Film Mid Budget,Daily equivalent,,380,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000081,SR00021,Base / package rate,Assistant Directors,PA / AD Trainee,TV Drama,TV Band 1,Weekly minimum,,800,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000082,SR00021,Base / package rate,Assistant Directors,PA / AD Trainee,TV Drama,TV Band 2,Weekly minimum,,850,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000083,SR00021,Base / package rate,Assistant Directors,PA / AD Trainee,TV Drama,TV Band 3,Weekly minimum,,1000,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
