Record ID,Source Row ID,Record Kind,Department,Role,Production Type,Budget Band,Rate Type,Experience Level,Rate Value,Rate Text,Currency,Rate Unit,Holiday Pay Treatment,Other Component,Source PDF,Source Page,Source Table / Section,Source Notes,Extraction Status
RR002529,SR01177,Base / package rate,Construction Apprentice/Trainee - Machinists,1st Year Apprentice (LLW),Film,MMP (£30m+),Agreed pay increase,,,3.2%,GBP,percent,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002530,SR01178,Rate component,Construction Apprentice/Trainee - Machinists,1st Year Apprentice (LLW),Film,MMP (£30m+),Net weekly 2026/27,,495.23,,GBP,week,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002531,SR01179,Rate component,Construction Apprentice/Trainee - Machinists,1st Year Apprentice (LLW),Film,MMP (£30m+),Holiday pay weekly,,59.77,,GBP,day,Separate component,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002532,SR01180,Rate component,Construction Apprentice/Trainee - Machinists,1st Year Apprentice (LLW),Film,MMP (£30m+),Gross weekly,,555.0,,GBP,week,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002533,SR01181,Rate component,Construction Apprentice/Trainee - Machinists,1st Year Apprentice (LLW),Film,MMP (£30m+),Net daily,,99.05,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002534,SR01182,Rate component,Construction Apprentice/Trainee - Machinists,1st Year Apprentice (LLW),Film,MMP (£30m+),Holiday pay daily,,11.95,,GBP,day,Separate component,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002535,SR01183,Rate component,Construction Apprentice/Trainee - Machinists,1st Year Apprentice (LLW),Film,MMP (£30m+),Gross daily,,111.0,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002536,SR01184,Base / package rate,Construction Apprentice/Trainee - Machinists,1st Year Apprentice (LLW),Film,MMP (£30m+),Saturday worked T1/3 (7.5h),,132.06,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002537,SR01185,Base / package rate,Construction Apprentice/Trainee - Machinists,1st Year Apprentice (LLW),Film,MMP (£30m+),7th day T1/2 (7.5h),,148.57,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002538,SR01186,Rate component,Construction Apprentice/Trainee - Machinists,1st Year Apprentice (LLW),Film,MMP (£30m+),Unsocial hours for 7th day (7.5h at £20/hour),,150.0,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002539,SR01187,Rate component,Construction Apprentice/Trainee - Machinists,1st Year Apprentice (LLW),Film,MMP (£30m+),Total 7th day incl unsocial,,298.57,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002540,SR01188,Rate component,Construction Apprentice/Trainee - Machinists,1st Year Apprentice (LLW),Film,MMP (£30m+),Overtime 1.5T net hourly,,19.81,,GBP,hour,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002541,SR01189,Base / package rate,Construction Apprentice/Trainee - Machinists,Riggers Accumulated time served on productions: A Rigger is only eligible to can mean that a Rigger will remain in the same band if they have no Rigger’s responsibility to alert the production and provide evidence,Film,MMP (£30m+),Agreed pay increase,,,move up to the ne t accumulated 6 m of the required tim,GBP,percent,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002542,SR01190,Rate component,Construction Apprentice/Trainee - Machinists,Riggers Accumulated time served on productions: A Rigger is only eligible to can mean that a Rigger will remain in the same band if they have no Rigger’s responsibility to alert the production and provide evidence,Film,MMP (£30m+),Net weekly 2026/27,,,xt band once they onths of work in to e accumulated.,GBP,week,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002543,SR01191,Rate component,Construction Apprentice/Trainee - Machinists,Riggers Accumulated time served on productions: A Rigger is only eligible to can mean that a Rigger will remain in the same band if they have no Rigger’s responsibility to alert the production and provide evidence,Film,MMP (£30m+),Holiday pay weekly,,,have accumulated tal during any peri,GBP,day,Separate component,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002544,SR01192,Rate component,Construction Apprentice/Trainee - Machinists,Riggers Accumulated time served on productions: A Rigger is only eligible to can mean that a Rigger will remain in the same band if they have no Rigger’s responsibility to alert the production and provide evidence,Film,MMP (£30m+),Gross weekly,,,the required time s od. If the Rigger m,GBP,week,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002545,SR01193,Rate component,Construction Apprentice/Trainee - Machinists,Riggers Accumulated time served on productions: A Rigger is only eligible to can mean that a Rigger will remain in the same band if they have no Rigger’s responsibility to alert the production and provide evidence,Film,MMP (£30m+),Net daily,,,productions and is a the next band durin,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002546,SR01194,Rate component,Construction Apprentice/Trainee - Machinists,Riggers Accumulated time served on productions: A Rigger is only eligible to can mean that a Rigger will remain in the same band if they have no Rigger’s responsibility to alert the production and provide evidence,Film,MMP (£30m+),Holiday pay daily,,,ble to evidence this. g the life of a produ,GBP,day,Separate component,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002547,SR01195,Rate component,Construction Apprentice/Trainee - Machinists,Riggers Accumulated time served on productions: A Rigger is only eligible to can mean that a Rigger will remain in the same band if they have no Rigger’s responsibility to alert the production and provide evidence,Film,MMP (£30m+),Gross daily,,,"Please note, this ction, it is the",GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002548,SR01196,Base / package rate,Construction Apprentice/Trainee - Machinists,An Improver Rigger is only eligible to move up to a craft rate once th,Film,MMP (£30m+),Agreed pay increase,,,ey have completed,GBP,percent,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002549,SR01197,Rate component,Construction Apprentice/Trainee - Machinists,An Improver Rigger is only eligible to move up to a craft rate once th,Film,MMP (£30m+),Net weekly 2026/27,,,a minimum of 18,GBP,week,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002550,SR01198,Rate component,Construction Apprentice/Trainee - Machinists,An Improver Rigger is only eligible to move up to a craft rate once th,Film,MMP (£30m+),Holiday pay weekly,,,months time serve,GBP,day,Separate component,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002551,SR01199,Rate component,Construction Apprentice/Trainee - Machinists,An Improver Rigger is only eligible to move up to a craft rate once th,Film,MMP (£30m+),Gross weekly,,,"d on productions, r",GBP,week,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002552,SR01200,Rate component,Construction Apprentice/Trainee - Machinists,An Improver Rigger is only eligible to move up to a craft rate once th,Film,MMP (£30m+),Net daily,,,basic JIGS ticket an,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002553,SR01201,Rate component,Construction Apprentice/Trainee - Machinists,An Improver Rigger is only eligible to move up to a craft rate once th,Film,MMP (£30m+),Holiday pay daily,,,d hold a Part 1 Scaff,GBP,day,Separate component,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002554,SR01202,Rate component,Construction Apprentice/Trainee - Machinists,An Improver Rigger is only eligible to move up to a craft rate once th,Film,MMP (£30m+),Gross daily,,,old Card.,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002555,SR01203,Base / package rate,Construction Apprentice/Trainee - Machinists,Improver (12-18 months accumulated time served on productions),Film,MMP (£30m+),Agreed pay increase,,,3.2%,GBP,percent,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002556,SR01204,Rate component,Construction Apprentice/Trainee - Machinists,Improver (12-18 months accumulated time served on productions),Film,MMP (£30m+),Net weekly 2026/27,,852.15,,GBP,week,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002557,SR01205,Rate component,Construction Apprentice/Trainee - Machinists,Improver (12-18 months accumulated time served on productions),Film,MMP (£30m+),Holiday pay weekly,,102.85,,GBP,day,Separate component,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002558,SR01206,Rate component,Construction Apprentice/Trainee - Machinists,Improver (12-18 months accumulated time served on productions),Film,MMP (£30m+),Gross weekly,,955.0,,GBP,week,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002559,SR01207,Rate component,Construction Apprentice/Trainee - Machinists,Improver (12-18 months accumulated time served on productions),Film,MMP (£30m+),Net daily,,170.43,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002560,SR01208,Rate component,Construction Apprentice/Trainee - Machinists,Improver (12-18 months accumulated time served on productions),Film,MMP (£30m+),Holiday pay daily,,20.57,,GBP,day,Separate component,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002561,SR01209,Rate component,Construction Apprentice/Trainee - Machinists,Improver (12-18 months accumulated time served on productions),Film,MMP (£30m+),Gross daily,,191.0,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002562,SR01210,Base / package rate,Construction Apprentice/Trainee - Machinists,Improver (12-18 months accumulated time served on productions),Film,MMP (£30m+),Saturday worked T1/3 (7.5h),,227.24,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002563,SR01211,Base / package rate,Construction Apprentice/Trainee - Machinists,Improver (12-18 months accumulated time served on productions),Film,MMP (£30m+),7th day T1/2 (7.5h),,255.64,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002564,SR01212,Rate component,Construction Apprentice/Trainee - Machinists,Improver (12-18 months accumulated time served on productions),Film,MMP (£30m+),Unsocial hours for 7th day (7.5h at £20/hour),,150.0,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002565,SR01213,Rate component,Construction Apprentice/Trainee - Machinists,Improver (12-18 months accumulated time served on productions),Film,MMP (£30m+),Total 7th day incl unsocial,,405.64,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002566,SR01214,Rate component,Construction Apprentice/Trainee - Machinists,Improver (12-18 months accumulated time served on productions),Film,MMP (£30m+),Overtime 1.5T net hourly,,34.09,,GBP,hour,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002567,SR01215,Base / package rate,Construction Apprentice/Trainee - Machinists,Improver Trainee (6 - 12 months accumulated time served on productions,Film,MMP (£30m+),Agreed pay increase,,,) 3.2%,GBP,percent,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002568,SR01216,Rate component,Construction Apprentice/Trainee - Machinists,Improver Trainee (6 - 12 months accumulated time served on productions,Film,MMP (£30m+),Net weekly 2026/27,,664.76,,GBP,week,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002569,SR01217,Rate component,Construction Apprentice/Trainee - Machinists,Improver Trainee (6 - 12 months accumulated time served on productions,Film,MMP (£30m+),Holiday pay weekly,,80.24,,GBP,day,Separate component,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002570,SR01218,Rate component,Construction Apprentice/Trainee - Machinists,Improver Trainee (6 - 12 months accumulated time served on productions,Film,MMP (£30m+),Gross weekly,,745.0,,GBP,week,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002571,SR01219,Rate component,Construction Apprentice/Trainee - Machinists,Improver Trainee (6 - 12 months accumulated time served on productions,Film,MMP (£30m+),Net daily,,132.95,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002572,SR01220,Rate component,Construction Apprentice/Trainee - Machinists,Improver Trainee (6 - 12 months accumulated time served on productions,Film,MMP (£30m+),Holiday pay daily,,16.05,,GBP,day,Separate component,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002573,SR01221,Rate component,Construction Apprentice/Trainee - Machinists,Improver Trainee (6 - 12 months accumulated time served on productions,Film,MMP (£30m+),Gross daily,,149.0,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002574,SR01222,Base / package rate,Construction Apprentice/Trainee - Machinists,Improver Trainee (6 - 12 months accumulated time served on productions,Film,MMP (£30m+),Saturday worked T1/3 (7.5h),,177.27,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002575,SR01223,Base / package rate,Construction Apprentice/Trainee - Machinists,Improver Trainee (6 - 12 months accumulated time served on productions,Film,MMP (£30m+),7th day T1/2 (7.5h),,199.43,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002576,SR01224,Rate component,Construction Apprentice/Trainee - Machinists,Improver Trainee (6 - 12 months accumulated time served on productions,Film,MMP (£30m+),Unsocial hours for 7th day (7.5h at £20/hour),,150.0,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002577,SR01225,Rate component,Construction Apprentice/Trainee - Machinists,Improver Trainee (6 - 12 months accumulated time served on productions,Film,MMP (£30m+),Total 7th day incl unsocial,,349.43,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002578,SR01226,Rate component,Construction Apprentice/Trainee - Machinists,Improver Trainee (6 - 12 months accumulated time served on productions,Film,MMP (£30m+),Overtime 1.5T net hourly,,26.59,,GBP,hour,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002579,SR01227,Base / package rate,Construction Apprentice/Trainee - Machinists,Trainee (0-6 months accumulated time served on productions),Film,MMP (£30m+),Agreed pay increase,,,3.2%,GBP,percent,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002580,SR01228,Rate component,Construction Apprentice/Trainee - Machinists,Trainee (0-6 months accumulated time served on productions),Film,MMP (£30m+),Net weekly 2026/27,,495.23,,GBP,week,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002581,SR01229,Rate component,Construction Apprentice/Trainee - Machinists,Trainee (0-6 months accumulated time served on productions),Film,MMP (£30m+),Holiday pay weekly,,59.77,,GBP,day,Separate component,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002582,SR01230,Rate component,Construction Apprentice/Trainee - Machinists,Trainee (0-6 months accumulated time served on productions),Film,MMP (£30m+),Gross weekly,,555.0,,GBP,week,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002583,SR01231,Rate component,Construction Apprentice/Trainee - Machinists,Trainee (0-6 months accumulated time served on productions),Film,MMP (£30m+),Net daily,,99.05,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002584,SR01232,Rate component,Construction Apprentice/Trainee - Machinists,Trainee (0-6 months accumulated time served on productions),Film,MMP (£30m+),Holiday pay daily,,11.95,,GBP,day,Separate component,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002585,SR01233,Rate component,Construction Apprentice/Trainee - Machinists,Trainee (0-6 months accumulated time served on productions),Film,MMP (£30m+),Gross daily,,111.0,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002586,SR01234,Base / package rate,Construction Apprentice/Trainee - Machinists,Trainee (0-6 months accumulated time served on productions),Film,MMP (£30m+),Saturday worked T1/3 (7.5h),,132.06,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002587,SR01235,Base / package rate,Construction Apprentice/Trainee - Machinists,Trainee (0-6 months accumulated time served on productions),Film,MMP (£30m+),7th day T1/2 (7.5h),,148.57,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002588,SR01236,Rate component,Construction Apprentice/Trainee - Machinists,Trainee (0-6 months accumulated time served on productions),Film,MMP (£30m+),Unsocial hours for 7th day (7.5h at £20/hour),,150.0,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002589,SR01237,Rate component,Construction Apprentice/Trainee - Machinists,Trainee (0-6 months accumulated time served on productions),Film,MMP (£30m+),Total 7th day incl unsocial,,298.57,,GBP,day,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002590,SR01238,Rate component,Construction Apprentice/Trainee - Machinists,Trainee (0-6 months accumulated time served on productions),Film,MMP (£30m+),Overtime 1.5T net hourly,,19.81,,GBP,hour,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002591,SR01239,Base / package rate,Construction Apprentice/Trainee - Plasterers,4th year Improver,Film,MMP (£30m+),Agreed pay increase,,,3.2%,GBP,percent,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002592,SR01240,Rate component,Construction Apprentice/Trainee - Plasterers,4th year Improver,Film,MMP (£30m+),Net weekly 2026/27,,1066.3,,GBP,week,Unspecified,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
RR002593,SR01241,Rate component,Construction Apprentice/Trainee - Plasterers,4th year Improver,Film,MMP (£30m+),Holiday pay weekly,,128.7,,GBP,day,Separate component,,Pact-Bectu-Construction-Apprentice-Trainee-Rates-2026-2027.pdf,1,Apprentice/Trainee rate card 2026/27,"Effective 1 Apr 2026 to 31 Mar 2027; net, holiday, gross and weekend components remain distinct.",Verified
